id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
31075010-18,Jungkook,"[""I'm curious"",""and now it's like a war""]",80,SMS_5S_Jungkook_17_05_01,56,SMS_5S_Jungkook_17_06_01,104,SMS_5S_Jungkook_17_07_01,Just spray some bug spray!,I'm a fruit fly annihilator,I had no idea
31075011-9,Jungkook,"[""It's too hot"",""FIt's no fun if I tell you right away so hehe guess. What does IM mean?""]",112,SMS_5S_Jungkook_19_02_01,160,SMS_5S_Jungkook_19_03_01,208,SMS_5S_Jungkook_19_04_01,I think I know,I have no clue...,I need a hint
31075012-5,Jungkook,"[""Manager"",""or acting on those emotions?""]",208,SMS_5S_Jungkook_23_02_01,160,SMS_5S_Jungkook_23_03_01,112,SMS_5S_Jungkook_23_04_01,Yes when it comes to food,Yes when I'm tired,Nope never
31075013-18,Jungkook,"[""Wow"",""Doing what""]",160,SMS_5S_Jungkook_21_02_01,208,SMS_5S_Jungkook_21_03_01,112,SMS_5S_Jungkook_21_04_01,Word chain,Compliments,A video call
31075014-5,Jungkook,"[""Manager"",""What did you find""]",112,SMS_5S_Jungkook_25_02_01,208,SMS_5S_Jungkook_25_03_01,160,SMS_5S_Jungkook_25_04_01,Fabric softener,Dumbbells,A bluetooth speaker
31075015-7,Jungkook,"[""Today the hyungs and I"",""A scary story""]",208,SMS_5S_Jungkook_27_02_01,160,SMS_5S_Jungkook_27_03_01,112,SMS_5S_Jungkook_27_04_01,Yeah!,No! Don't T_T,!Do I still look like your manager
31075016-10,Jungkook,"[""Manager are you"",""*That's so thoughtful! What are you making?""]",208,SMS_5S_Jungkook_29_02_01,160,SMS_5S_Jungkook_29_03_01,112,SMS_5S_Jungkook_29_04_01,Instant noodles?,Pancakes?,Candied sweet potatoes?
31075017-10,Jungkook,"[""It's fall so"",""Ah you saw my book?""]",112,SMS_5S_Jungkook_31_02_01,160,SMS_5S_Jungkook_31_03_01,208,SMS_5S_Jungkook_31_04_01,"""Path of a Martial Artist""","""Cooking Master Plan""","""So You're a Manager"""
31075018-12,Jungkook,"[""Manager, by any chance"",""8I was sad because I thought it really did get thrown out""]",112,SMS_5S_Jungkook_33_02_01,208,SMS_5S_Jungkook_33_03_01,160,SMS_5S_Jungkook_33_04_01,%Of course they'd tease you like that!,That was mean,&How about showing love to another bag?
31075019-7,Jungkook,"[""Manager"",""\""Loool what kind of plans are they?""]",112,SMS_5S_Jungkook_35_02_01,160,SMS_5S_Jungkook_35_03_01,208,SMS_5S_Jungkook_35_04_01,Working out every day?,Giving up hot dogs?,Using a smaller bag?
31075020-8,Jungkook,"[""Jeongguk! happy new year!"",""'What kind of a downer reply is that T_T""]",208,SMS_5S_Jungkook_37_02_01,160,SMS_5S_Jungkook_37_03_01,112,SMS_5S_Jungkook_37_04_01,Not even new sports?,Not even new instruments?,Not even trying new food?
31075021-12,Jungkook,"[""Manager"",""'I think I should train my hand strength""]",208,SMS_5S_Jungkook_39_02_01,112,SMS_5S_Jungkook_39_03_01,160,SMS_5S_Jungkook_39_04_01,You're pretty strong already,What are you planning to do?,!Taehyung's hands are crazy strong
31075022-13,Jungkook,"[""Oh"",""Doesn't that sound good?""]",112,SMS_5S_Jungkook_41_02_01,208,SMS_5S_Jungkook_41_03_01,160,SMS_5S_Jungkook_41_04_01,I'm hungry now...,"8If that's what you want, I'll buy some for you right now",",Chocolate spread? Strawberry jam all the way"
31075023-12,Jungkook,"[""Manager!"",""84. Sauce is all out and your hands are clean - all done!""]",208,SMS_5S_Jungkook_43_02_01,112,SMS_5S_Jungkook_43_03_01,160,SMS_5S_Jungkook_43_04_01,I'll write that down,I'm more of a hands-on person,"Actually, I tried that"
31075024-6,Jungkook,"[""Why does time go by so quickly"",""And now it's spring already...""]",208,SMS_5S1_Jungkook_024_02_01,160,SMS_5S1_Jungkook_024_03_01,112,SMS_5S1_Jungkook_024_04_01,Hotteok season loool,%I can't tell whether it's fast or not,It's super fast
31075025-4,Jungkook,"[""Manager"",""I'm gonna wash it okay?""]",208,SMS_5S1_Jungkook_025_02_01,160,SMS_5S1_Jungkook_025_03_01,112,SMS_5S1_Jungkook_025_04_01,I'll do it,I did it yesterday,Please
31075026-13,Jungkook,"[""You know how the hyungs"",""6The true meaning behind Jeongguk's all grown up, beep-""]",208,SMS_5S1_Jungkook_026_02_01,112,SMS_5S1_Jungkook_026_03_01,160,SMS_5S1_Jungkook_026_04_01,$You're the king of being considerate,%You're the master of consoling people,'You're the prince of making concessions
31075027-5,Jungkook,"[""Manager, I"",""Please don't leave without me""]",160,SMS_5S1_Jungkook_027_02_01,208,SMS_5S1_Jungkook_027_03_01,112,SMS_5S1_Jungkook_027_04_01,What'd you leave behind?,I packed it hehe,You're not in the van?!
31075028-5,Jungkook,"[""Jeongguk"",""I'm not Jeongguk""]",208,SMS_5S1_Jungkook_028_02_01,160,SMS_5S1_Jungkook_028_03_01,112,SMS_5S1_Jungkook_028_04_01,Oh I see,Who are you?,Oh I know! JK
31075029-6,Jungkook,"[""Manager"",""Yes that!""]",112,SMS_5S1_Jungkook_029_02_01,208,SMS_5S1_Jungkook_029_03_01,160,SMS_5S1_Jungkook_029_04_01,Pretty good!,Not very good...,Depends on the situation
31075030-8,Jungkook,"[""\""Jeongguk, did you order something?"",""%Yeah, the package came to the office!""]",208,SMS_5S1_Jungkook_030_02_01,160,SMS_5S1_Jungkook_030_03_01,112,SMS_5S1_Jungkook_030_04_01,Are these all yours?,Should I bring it to the dorm?,"You'll pick it up, right?"
31075031-9,Jungkook,"[""Ahhhh I'm frustrated!"",""DHoly, you're gonna go straight to the practice again?? don't do that""]",208,SMS_5S1_Jungkook_031_02_01,112,SMS_5S1_Jungkook_031_03_01,160,SMS_5S1_Jungkook_031_04_01,Wanna go watch a movie?,Wanna go eat some chicken?,Try a different approach
31075032-5,Jungkook,"[""These days"",""Meditating??""]",208,SMS_5S1_Jungkook_032_02_01,160,SMS_5S1_Jungkook_032_03_01,112,SMS_5S1_Jungkook_032_04_01,Teach me too,Is it effective?,Where do you learn?
41014002-9,Jin,"[""Manager"",""but it's killing me""]",112,SMS_4S_Jin_04_02_01,208,SMS_4S_Jin_04_03_01,160,SMS_4S_Jin_04_04_01,6They're doing it because they like you. Hang in there!,Do you want to go get dinner?,Leave the maknaes to me!
41014003-8,Jin,"[""Manager"",""'Am I beautiful or are flowers beautiful""]",112,SMS_4S_Jin_06_02_01,160,SMS_4S_Jin_06_03_01,208,SMS_4S_Jin_06_04_01,Both are beautiful!,"Seok Jin, you're beautiful!",Flowers are beautiful!
41014011-8,Jin,"[""'Sometimes I wish I could be young again"",""HThe lollipops they would sell at the stationery store in front of school""]",160,SMS_4S_Jin_22_02_01,112,SMS_4S_Jin_22_03_01,208,SMS_4S_Jin_22_04_01,"I liked those, too!",Jellies are a whole lot better!,Do you want me to buy you some?
41014012-7,Jin,"[""Manager I'm back at the dorm now"","",And I don't like that kind of mood either...""]",160,SMS_4S_Jin_24_02_01,208,SMS_4S_Jin_24_03_01,0,0,",Your health is more important than the mood.",/You care so much about the people around you...,
41014014-8,Jin,"[""2You've had a hard time lately, haven't you Manager"",""No, you should say it""]",208,SMS_4S_Jin_20_02_01,160,SMS_4S_Jin_20_03_01,112,SMS_4S_Jin_20_04_01,"%To be honest, I'm having a hard time.",%I feel more energetic when I see you!,%I'll make sure to speak up next time.
41014015-12,Jin,"[""Mr. Kim Seok Jin?"",""+Okay now it's your turn to send me a selfie""]",160,SMS_4S_Jin_26_02_01,112,SMS_4S_Jin_26_03_01,208,SMS_4S_Jin_26_04_01,Me? Why?,No!,/How about sticker pictures instead of a selfie?
41014017-6,Jin,"[""I have to steel myself"",""Just like Snow White!""]",208,SMS_4S_Jin_14_02_01,112,SMS_4S_Jin_14_03_01,160,SMS_4S_Jin_14_04_01,I'll be your prince!,",Fairy tales are exactly that, fairy tales...",.That makes me feel calm for some weird reason?
41014021-9,Jin,"[""\""You're on your way right, Manager?"",""ASince your tiredness disappears just watching him sleep well haha""]",208,SMS_4S2_Jin_021_02_01,112,SMS_4S2_Jin_021_03_01,160,SMS_4S2_Jin_021_04_01,Dish duty!,Being a manager of course,I'll just be the square
41015002-5,Jin,"[""Where are you?"",""inside your heart""]",80,SMS_5S_Jin_04_02_01,104,SMS_5S_Jin_04_03_01,56,SMS_5S_Jin_04_04_01,I'm laughing so hard.,You're not there.,That's not funny!
41015002-18,Jin,"[""Where are you?"",""Or was it just me... hehe""]",104,SMS_5S_Jin_04_05_01,80,SMS_5S_Jin_04_06_01,56,SMS_5S_Jin_04_07_01,I'm touched...,"Wow, that's deep...",You were mistaken!
41015003-5,Jin,"[""Manager"",""Is this true""]",104,SMS_5S_Jin_06_02_01,56,SMS_5S_Jin_06_03_01,80,SMS_5S_Jin_06_04_01,How'd you know?,It's not your day off.,It's a work in progress.
41015003-20,Jin,"[""Manager"","".Okay if you get it right I'll give you a prize""]",56,SMS_5S_Jin_06_05_01,104,SMS_5S_Jin_06_06_01,80,SMS_5S_Jin_06_07_01,",You want me to go grocery shopping with you?",%You want to go somewhere fun with me?,Oh... What's the prize??
41015004-4,Jin,"[""Manager..."",""Sniffsniff...""]",80,SMS_5S_Jin_08_02_01,56,SMS_5S_Jin_08_03_01,104,SMS_5S_Jin_08_04_01,Are you really sick?,Faking it again?,"Me, too..."
41015004-14,Jin,"[""Manager..."",""SToday's an important day. We're learning new choreography from the Dance Captain...""]",80,SMS_5S_Jin_08_05_01,104,SMS_5S_Jin_08_06_01,56,SMS_5S_Jin_08_07_01,/You're sick and you're going to go to practice?,Let's go to the doctor first.,6I guess you can't bail out just because you're sick...
41015006-6,Jin,"[""Okay"",""Loooooool""]",104,SMS_5S_Jin_12_02_01,80,SMS_5S_Jin_12_03_01,0,0,I like the one I have right now,I was so tired of my wallpaper,
41015006-22,Jin,"[""Okay"",""How are they?""]",56,SMS_5S_Jin_12_05_01,104,SMS_5S_Jin_12_06_01,80,SMS_5S_Jin_12_07_01,The first photo's nice!,The second photo's nice!,$Are you wearing massage slippers...?
41015007-6,Jin,"[""Oh Manager do you"",""Come on just answer. Hurry!""]",56,SMS_5S_Jin_14_02_01,104,SMS_5S_Jin_14_03_01,80,SMS_5S_Jin_14_04_01,Nothing really,I do sleep talk a little,Oh man I can't tell you
41015007-25,Jin,"[""Oh Manager do you"",""DYou quieted down after I put a blanket over you and patted you a bit""]",104,SMS_5S_Jin_14_05_01,56,SMS_5S_Jin_14_06_01,80,SMS_5S_Jin_14_07_01,No wonder I felt so warm,Why didn't you just wake me up,%Keep it a secret from the other kids!
41015008-6,Jin,"[""Hello"",""How are they?""]",80,SMS_5S_Jin_16_02_01,104,SMS_5S_Jin_16_03_01,56,SMS_5S_Jin_16_04_01,They're too painful to wear,I'm wearing them a lot,I'm afraid of ruining them
41015008-17,Jin,"[""Hello"",""DIt's small, but I want to gift you something that'll make you happy!""]",80,SMS_5S_Jin_16_05_01,56,SMS_5S_Jin_16_06_01,104,SMS_5S_Jin_16_07_01,A premium lunchbox!,Let's go have a company dinner,",I'll make sure to always laugh at your jokes"
41015009-4,Jin,"[""Whatever you do"","",what do you think is most important in life?""]",56,SMS_5S_Jin_18_02_01,104,SMS_5S_Jin_18_03_01,80,SMS_5S_Jin_18_04_01,Money!,Health!,People!
41015009-26,Jin,"[""Whatever you do"",""$So I'll give a bottle to you Manager""]",56,SMS_5S_Jin_18_05_01,80,SMS_5S_Jin_18_06_01,104,SMS_5S_Jin_18_07_01,How much?,'You can give them to the other members!,*The buy one get one sounds like an excuse!
41015010-6,Jin,"[""[The Benefits of Jin-anas]"",""Ta-da here's a first look""]",104,SMS_5S_Jin_10_02_01,56,SMS_5S_Jin_10_03_01,80,SMS_5S_Jin_10_04_01,"I'd like 100 bunches, please.",Where'd you get that?,Looks sweet!
41015010-12,Jin,"[""[The Benefits of Jin-anas]"",""VI'm going wear this hat and be Jin-ana for the rest of the day so don't tease me later""]",56,SMS_5S_Jin_10_05_01,104,SMS_5S_Jin_10_06_01,80,SMS_5S_Jin_10_07_01,Are you being punished?,I better take a picture.,I wanna try it on!
41015011-8,Jin,"[""Hello"",""#Summer's a tough time of year, huh?""]",80,SMS_5S_Jin_20_02_01,104,SMS_5S_Jin_20_03_01,0,0,Nah it's okay,Yep it's tough,
41015011-18,Jin,"[""Hello"",""~1) Host a summer food mukbang stream with Eat Jin2) Go fishing with SeokJinie3) Watch a summer movie with Bangtan's eldest""]",80,SMS_5S_Jin_20_05_01,104,SMS_5S_Jin_20_06_01,56,SMS_5S_Jin_20_07_01,Option 1,Option 2,Option 3
41015012-8,Jin,"[""You know the"",""%the 7 person portion was more like 17""]",104,SMS_5S_Jin_24_02_01,80,SMS_5S_Jin_24_03_01,0,0,Should I make some more?,#Should I try making something else?,
41015012-21,Jin,"[""You know the"",""LAn amazingly delicious combination for spicy stir-fried pork? Do you mean...""]",80,SMS_5S_Jin_24_05_01,104,SMS_5S_Jin_24_06_01,56,SMS_5S_Jin_24_07_01,2Spicy stir-fried pork + leafy ssam wrap vegetables,"""Spicy stir-fried pork + rice balls",Spicy stir-fried pork + bibimbap
41015013-3,Jin,"[""a[BT Express] Your delivery has been delayed due to an increase in demand for the Chuseok holiday."",""We ask for your understanding.""]",104,SMS_5S_Jin_22_02_01,80,SMS_5S_Jin_22_03_01,0,0,Hurry please!,I'm gonna return it,
41015013-18,Jin,"[""a[BT Express] Your delivery has been delayed due to an increase in demand for the Chuseok holiday."",""Guess what it is""]",56,SMS_5S_Jin_22_05_01,80,SMS_5S_Jin_22_06_01,104,SMS_5S_Jin_22_07_01,A Yut Set,Songpyeon,Board Games
41015014-10,Jin,"[""So what happened?"",""You mean it? Hmm...""]",56,SMS_5S_Jin_26_02_01,80,SMS_5S_Jin_26_03_01,104,SMS_5S_Jin_26_04_01,You didn't like what dinner was?,Your game didn't go well?,Jeongguk won't listen?
41015014-26,Jin,"[""So what happened?"",""$Something that makes you feel great?""]",80,SMS_5S_Jin_26_05_01,104,SMS_5S_Jin_26_06_01,56,SMS_5S_Jin_26_07_01,$Do you want me to buy you some meat?,You're handsome Kim Seok Jin!,It's definitely you
41015015-9,Jin,"[""How will you survive"",""ZThe more I watch, the less confident I feel. There's so much to do. Where do I even begin?""]",104,SMS_5S_Jin_28_02_01,56,SMS_5S_Jin_28_03_01,80,SMS_5S_Jin_28_04_01,The food issue first of course,Look for weapons first,Be good to Jeongguk
41015015-20,Jin,"[""How will you survive"",""0I'm going to have to look for some party members""]",56,SMS_5S_Jin_28_05_01,80,SMS_5S_Jin_28_06_01,104,SMS_5S_Jin_28_07_01,A smart strategist!,A moodsetter!,Me! Me!
41015016-2,Jin,"[""ESeok Jin how come you don't have your comfort plushie with you today?""]",80,SMS_5S_Jin_30_02_01,104,SMS_5S_Jin_30_03_01,0,0,Did you forget him?,Did you lend him to someone?,
41015016-9,Jin,"[""ESeok Jin how come you don't have your comfort plushie with you today?"",""+Oh I see lol! Then who's he with right now?""]",104,SMS_5S_Jin_30_05_01,80,SMS_5S_Jin_30_06_01,56,SMS_5S_Jin_30_07_01,Hoseok?,Namjun?,Me?
41015017-6,Jin,"[""Autumn Quiz Event part 2!"",""'I AM READY. Kim Seok Jin is a man of...""]",104,SMS_5S_Jin_32_02_01,80,SMS_5S_Jin_32_03_01,56,SMS_5S_Jin_32_04_01,What's the prize?,Autumn,I don't know
41015017-21,Jin,"[""Autumn Quiz Event part 2!"",""1Okay! Name your prize Manager. Which do you pick?""]",80,SMS_5S_Jin_32_05_01,104,SMS_5S_Jin_32_06_01,56,SMS_5S_Jin_32_07_01,Cash,A heartfelt gift,"""Exclusive rights to a handsome man"
41015018-3,Jin,"[""I got a big catch"","")Today was a super successful fishing day.""]",104,SMS_5S_Jin_34_02_01,80,SMS_5S_Jin_34_03_01,0,0,Where'd you go fishing?,What'd you catch?,
41015018-10,Jin,"[""I got a big catch"",""It was a person""]",80,SMS_5S_Jin_34_05_01,104,SMS_5S_Jin_34_06_01,56,SMS_5S_Jin_34_07_01,Who'd you catch?,How'd you reel them in?,"You baited me, too..."
41015019-11,Jin,"[""I hope you didn't forget"",""*Yes, because of the year-end holiday mood!""]",104,SMS_5S_Jin_36_02_01,56,SMS_5S_Jin_36_03_01,80,SMS_5S_Jin_36_04_01,"""The holiday mood made you do that?",That's a great excuse!,I know that feeling
41015019-24,Jin,"[""I hope you didn't forget"",""You go first, Manager!""]",80,SMS_5S_Jin_36_05_01,56,SMS_5S_Jin_36_06_01,104,SMS_5S_Jin_36_07_01,Please forgive me,I'm sorry,No regrets
41015020-3,Jin,"[""How was Eat Jin's rice cake soup"",""Did you enjoy it?""]",80,SMS_5S_Jin_38_02_01,56,SMS_5S_Jin_38_03_01,104,SMS_5S_Jin_38_04_01,It was delicious!!,(I haven't had a chance to eat it yet T_T,I'm savoring it...
41015020-14,Jin,"[""How was Eat Jin's rice cake soup"",""Hahahah oooh really?""]",56,SMS_5S_Jin_38_05_01,104,SMS_5S_Jin_38_06_01,80,SMS_5S_Jin_38_07_01,By growing taller?,By becoming even more handsome?,By focusing on inner growth?
41015021-6,Jin,"[""My goodness"",""And by one the members too""]",104,SMS_5S_Jin_40_02_01,80,SMS_5S_Jin_40_03_01,0,0,By whom?,How'd you get caught?,
41015021-17,Jin,"[""My goodness"",""2I can still see the way Yunki was looking at me...""]",104,SMS_5S_Jin_40_05_01,56,SMS_5S_Jin_40_06_01,80,SMS_5S_Jin_40_07_01,(The look of finding a likeminded person?,'The look a cat gets when it finds prey?,Don't worry
41015022-11,Jin,"[""So I'm curious"",""3What's something you want to eat right this moment?""]",80,SMS_5S_Jin_42_02_01,104,SMS_5S_Jin_42_03_01,0,0,Chicken,Pizza,
41015022-18,Jin,"[""So I'm curious"",""Ohhh...""]",80,SMS_5S_Jin_42_05_01,56,SMS_5S_Jin_42_06_01,104,SMS_5S_Jin_42_07_01,Sounds perfect,I'll just appreciate the thought,...Thanks
41015023-8,Jin,"[""I, Kim Seok Jin,"",""4I guess I just have to accept that it's my thing now""]",80,SMS_5S_Jin_44_02_01,104,SMS_5S_Jin_44_03_01,0,0,I'm glad,I knew it,
41015023-19,Jin,"[""I, Kim Seok Jin,"",""""]",56,SMS_5S_Jin_44_05_01,80,SMS_5S_Jin_44_06_01,104,SMS_5S_Jin_44_07_01,No more being called handsome?,No more being cute?,No more cooking?
41015024-3,Jin,"[""&Fill in the blank in the phrase below."",""Spring is a season that [ ]""]",104,SMS_5S2_Jin_024_02_01,80,SMS_5S2_Jin_024_03_01,56,SMS_5S2_Jin_024_04_01,Is one of the four seasons,"""Sets off your appetite like a bomb",I'd like a hint!
41015024-18,Jin,"[""&Fill in the blank in the phrase below."",""""]",80,SMS_5S2_Jin_024_05_01,56,SMS_5S2_Jin_024_06_01,104,SMS_5S2_Jin_024_07_01,Because of the insects?,$Because you like springtime so much?,Sounds like it's spring's fault
41015025-9,Jin,"[""'Good morning, Manager! Up and at 'em!!!"",""4Hahah you must've had a great night's sleep Seok Jin""]",80,SMS_5S2_Jin_025_02_01,104,SMS_5S2_Jin_025_03_01,0,0,Did you work out before bed?,Because of your new pajamas?,
41015025-20,Jin,"[""'Good morning, Manager! Up and at 'em!!!"",""2How do you usually pick out your pajamas, Manager?""]",104,SMS_5S2_Jin_025_05_01,80,SMS_5S2_Jin_025_06_01,56,SMS_5S2_Jin_025_07_01,The price,Simplicity,Comfort
41015026-5,Jin,"[""You know how earlier I said"",""Can I take that back?""]",104,SMS_5S2_Jin_026_02_01,80,SMS_5S2_Jin_026_03_01,0,0,Yes!,Nope!,
41015026-15,Jin,"[""You know how earlier I said"",""""]",56,SMS_5S2_Jin_026_05_01,80,SMS_5S2_Jin_026_06_01,104,SMS_5S2_Jin_026_07_01,Your good-looking face?,Meat?,Games?
41015027-4,Jin,"[""Manager"",""How did people react""]",80,SMS_5S2_Jin_027_02_01,56,SMS_5S2_Jin_027_03_01,104,SMS_5S2_Jin_027_04_01,It was dope,It was business as usual...,The members enjoyed it the most
41015027-18,Jin,"[""Manager"",""""]",104,SMS_5S2_Jin_027_05_01,80,SMS_5S2_Jin_027_06_01,0,0,Are you sure?,%Such a thoughtful handsome person T_T,
41015028-4,Jin,"[""SeokJinie's thinking"",""QI thought you made up your mind already? Lool you said you were gonna go with it!""]",104,SMS_5S2_Jin_028_02_01,80,SMS_5S2_Jin_028_03_01,0,0,Rapper SeokJinie,Guitarist SeokJinie,
41015028-21,Jin,"[""SeokJinie's thinking"",""B1. Cook food / 2. Write a handwritten note / 3. Hold a heart event""]",56,SMS_5S2_Jin_028_05_01,104,SMS_5S2_Jin_028_06_01,80,SMS_5S2_Jin_028_07_01,Cook food,Write a handwritten letter,Heart event
41015029-10,Jin,"[""$I have something I'd like to confess"",""(After everyone refused to play last time""]",80,SMS_5S2_Jin_029_02_01,104,SMS_5S2_Jin_029_03_01,0,0,Your will is admirable,How'd you pull that off?,
41015029-25,Jin,"[""$I have something I'd like to confess"",""I lost on purpose""]",104,SMS_5S2_Jin_029_05_01,56,SMS_5S2_Jin_029_06_01,80,SMS_5S2_Jin_029_07_01,Was it obvious?,You told a white lie,Sounds like it wasn't fun
41015030-4,Jin,"[""It's shrinking..."",""Shrinking? What is?""]",80,SMS_5S2_Jin_030_02_01,104,SMS_5S2_Jin_030_03_01,0,0,Food?,Your height?,
41015030-21,Jin,"[""It's shrinking..."",""A video? What kind?""]",104,SMS_5S2_Jin_030_05_01,56,SMS_5S2_Jin_030_06_01,80,SMS_5S2_Jin_030_07_01,A piano video!,My practice video!,&A video of you playing piano on stage!
